,obs_id,site_id,timestamp,target
4602,537,79,2014-04-05 23:00:00+00:00,599766.2594053528
1809,2077,83,2014-04-07 19:00:00+00:00,3531.0459580342713
2722,659,79,2014-04-08 13:00:00+00:00,984937.748342342
1609,685,79,2014-04-10 02:00:00+00:00,8532.500934392658
3817,2274,83,2014-04-11 16:00:00+00:00,16352.088074346404
145,2174,83,2014-04-11 18:00:00+00:00,8922.525179911354
3372,2120,83,2014-04-13 15:00:00+00:00,121.49943964873334
3696,445,79,2014-04-14 16:00:00+00:00,6311.580690352498
971,600,79,2014-04-18 21:00:00+00:00,9044.974042526123
50,609,79,2014-04-20 22:00:00+00:00,38244.07155597208
2714,543,79,2014-04-21 11:00:00+00:00,28779.4413852996
2127,2059,83,2014-04-22 23:00:00+00:00,3538.4045147078723
1081,551,79,2014-04-23 13:00:00+00:00,4470.995748613044
3358,2003,83,2014-04-23 14:00:00+00:00,62687.98793938141
379,394,79,2014-04-24 12:00:00+00:00,10812.242301569484
3793,2011,83,2014-04-26 08:00:00+00:00,1125.8686443941303
4038,665,79,2014-04-27 14:00:00+00:00,23884.327293023965
1717,471,79,2014-04-28 12:00:00+00:00,11049.837433320148
1394,2007,83,2014-04-29 08:00:00+00:00,4654.84207442269
33,408,79,2014-04-29 09:00:00+00:00,2655.9190706896215
2831,2210,83,2014-04-30 11:00:00+00:00,602232.1786960888
2716,594,79,2014-05-01 22:00:00+00:00,20221.819979675536
1612,700,79,2014-05-01 23:00:00+00:00,15597.171563623828
963,456,79,2014-05-03 02:00:00+00:00,5278.994276154887
1808,2046,83,2014-05-05 02:00:00+00:00,12976.985433513077
485,2020,83,2014-05-07 16:00:00+00:00,7724.02420843812
1091,662,79,2014-05-08 07:00:00+00:00,39564.002716531875
1815,2278,83,2014-05-09 15:00:00+00:00,3483.069698048517
3267,2159,83,2014-05-12 07:00:00+00:00,10244.070083445966
1597,387,79,2014-05-14 07:00:00+00:00,12596.212351773687
2137,2170,83,2014-05-14 18:00:00+00:00,31564.378979755205
1408,2222,83,2014-05-16 00:00:00+00:00,3243.6699603163834
2123,2008,83,2014-05-17 01:00:00+00:00,78832.49902627824
967,556,79,2014-05-19 14:00:00+00:00,722239.914987873
5166,2088,83,2014-05-19 22:00:00+00:00,29668.788048669434
1088,615,79,2014-05-21 01:00:00+00:00,1990.4859361777483
2718,605,79,2014-05-22 20:00:00+00:00,11529.067034842365
4599,531,79,2014-05-23 10:00:00+00:00,21514.984047164042
2349,2131,83,2014-05-23 11:00:00+00:00,2292.682430000822
3172,500,79,2014-05-23 20:00:00+00:00,9251.806855948083
3262,2061,83,2014-05-25 14:00:00+00:00,19188.279939344055
1200,2219,83,2014-05-28 03:00:00+00:00,3523.350439328636
4334,2132,83,2014-05-28 08:00:00+00:00,26919.60412026898
3259,1989,83,2014-06-01 18:00:00+00:00,294787.9588350301
142,2146,83,2014-06-08 00:00:00+00:00,20244.280301580675
3060,529,79,2014-06-10 03:00:00+00:00,377030.3675904633
147,2179,83,2014-06-11 00:00:00+00:00,30812.539821345883
731,2081,83,2014-06-11 10:00:00+00:00,18995.898110804083
1402,2141,83,2014-06-25 00:00:00+00:00,10599.982310418523
5093,644,79,2014-06-25 03:00:00+00:00,27522.217391242775
3174,550,79,2014-06-25 20:00:00+00:00,19944.377422094665
1191,2006,83,2014-06-25 23:00:00+00:00,91800.3775812292
2131,2101,83,2014-06-27 04:00:00+00:00,8293.031495678826
1416,2303,83,2014-06-27 06:00:00+00:00,2008.355171953724
5171,2184,83,2014-06-28 00:00:00+00:00,22673.204105138204
2578,446,79,2014-06-28 07:00:00+00:00,8844.952627163493
4341,2201,83,2014-06-29 22:00:00+00:00,396576.86229084356
2112,1933,83,2014-06-30 18:00:00+00:00,19714.099243803405
2126,2043,83,2014-07-01 07:00:00+00:00,57304.085077482356
964,540,79,2014-07-03 00:00:00+00:00,66085.39382154187
2818,1998,83,2014-07-03 07:00:00+00:00,14007.343276544914
139,1980,83,2014-07-05 17:00:00+00:00,8671.242418439933
382,425,79,2014-07-07 06:00:00+00:00,4816.313366360887
1040,1923,83,2014-07-08 16:00:00+00:00,6962.9753282879465
3788,1957,83,2014-07-09 05:00:00+00:00,23120.63300419985
3178,595,79,2014-07-09 09:00:00+00:00,37878.69534930498
2018,423,79,2014-07-11 03:00:00+00:00,25725.88985889649
2588,552,79,2014-07-11 10:00:00+00:00,15969.700843086743
156,2275,83,2014-07-16 06:00:00+00:00,25409.546243357752
4033,561,79,2014-07-16 09:00:00+00:00,6518.13557230947
2016,413,79,2014-07-17 03:00:00+00:00,7244.239815498571
3068,657,79,2014-07-17 15:00:00+00:00,439637.1007590264
52,681,79,2014-07-22 01:00:00+00:00,35377.000637798024
3360,2018,83,2014-07-23 14:00:00+00:00,36597.123234790306
3700,579,79,2014-07-25 01:00:00+00:00,39056.81601906286
49,601,79,2014-07-25 14:00:00+00:00,185.09286860178594
4604,567,79,2014-07-26 07:00:00+00:00,17498.391395663464
134,1950,83,2014-07-26 11:00:00+00:00,22783.360974735893
4603,564,79,2014-07-26 14:00:00+00:00,7964.345910600413
1093,730,79,2014-07-27 03:00:00+00:00,1900.8710432073135
487,2041,83,2014-07-28 22:00:00+00:00,25637.41192455986
3797,2048,83,2014-07-29 20:00:00+00:00,2340.757619574896
2582,484,79,2014-07-30 09:00:00+00:00,135417.0857221176
5174,2211,83,2014-08-01 13:00:00+00:00,128462.5575241006
36,428,79,2014-08-01 18:00:00+00:00,5870.3931602625335
502,2271,83,2014-08-03 11:00:00+00:00,1812.0337688820687
1406,2186,83,2014-08-04 10:00:00+00:00,1965.0753062747335
2135,2150,83,2014-08-05 20:00:00+00:00,12377.783504938909
4825,1938,83,2014-08-06 01:00:00+00:00,12968.107549589873
2122,1987,83,2014-08-08 10:00:00+00:00,14964.591077879366
5159,1931,83,2014-08-08 18:00:00+00:00,27863.127741796496
4143,2281,83,2014-08-09 00:00:00+00:00,9751.043800509315
3795,2030,83,2014-08-09 10:00:00+00:00,926429.8505778859
3701,580,79,2014-08-09 11:00:00+00:00,7682.3961046599115
3190,742,79,2014-08-09 19:00:00+00:00,7023.729719058708
2828,2140,83,2014-08-11 21:00:00+00:00,15817.535546735066
3794,2021,83,2014-08-12 00:00:00+00:00,16846.462870524956
4738,632,79,2014-08-12 12:00:00+00:00,28313.3010421773
396,655,79,2014-08-13 07:00:00+00:00,271587.43048597564
155,2272,83,2014-08-15 10:00:00+00:00,8900.872480510909
2024,513,79,2014-08-17 01:00:00+00:00,2600.7760772668994
4699,1956,83,2014-08-20 10:00:00+00:00,376789.14019009616
3180,625,79,2014-08-20 13:00:00+00:00,8525.650091147003
4739,633,79,2014-08-21 10:00:00+00:00,4062.9300757369397
1730,689,79,2014-08-26 09:00:00+00:00,424366.3582079068
4728,426,79,2014-08-27 08:00:00+00:00,19239.511947909166
4591,432,79,2014-08-28 15:00:00+00:00,15766.840645815817
482,1979,83,2014-08-28 18:00:00+00:00,9311.813192401163
3263,2068,83,2014-08-29 20:00:00+00:00,23353.792312535847
5177,2221,83,2014-09-01 23:00:00+00:00,161255.81493515885
106,1489,81,2014-09-08 22:00:00+00:00,1457.4857509868957
4773,1271,81,2014-09-11 03:00:00+00:00,53557.9543658655
4095,1515,81,2014-09-11 10:00:00+00:00,2904.324946737111
1086,603,79,2014-09-11 16:00:00+00:00,577387.8937884069
726,2033,83,2014-09-13 20:00:00+00:00,29529.54006453585
4659,1435,81,2014-09-14 00:00:00+00:00,1218717.0202568586
3063,581,79,2014-09-14 03:00:00+00:00,213768.87673276066
429,1201,81,2014-09-14 13:00:00+00:00,2603.193241910959
5121,1206,81,2014-09-15 00:00:00+00:00,22927.960075060706
1653,1296,81,2014-09-15 02:00:00+00:00,6822.323419205498
4595,492,79,2014-09-15 03:00:00+00:00,196104.00843909854
4777,1349,81,2014-09-15 23:00:00+00:00,25684.85684501131
2709,508,79,2014-09-16 18:00:00+00:00,654704.9705215025
4130,2070,83,2014-09-17 05:00:00+00:00,674217.3017898058
5132,1376,81,2014-09-18 03:00:00+00:00,13519.002091211256
1659,1352,81,2014-09-18 07:00:00+00:00,4587.190130537961
4078,1199,81,2014-09-20 02:00:00+00:00,19979.123435532394
3182,654,79,2014-09-20 06:00:00+00:00,8935.650741887826
5137,1495,81,2014-09-20 22:00:00+00:00,22661.552517021766
151,2230,83,2014-09-21 00:00:00+00:00,22235.718957458852
2765,1188,81,2014-09-21 02:00:00+00:00,61164.57843817582
5182,2242,83,2014-09-21 20:00:00+00:00,334502.92121949745
737,2175,83,2014-09-21 21:00:00+00:00,17713.062310756573
1807,2022,83,2014-09-25 05:00:00+00:00,11448.25622254355
2022,474,79,2014-09-25 23:00:00+00:00,8441.26957126723
3115,1477,81,2014-09-26 23:00:00+00:00,53170.794733966715
3058,441,79,2014-09-27 04:00:00+00:00,2536.4999858420556
2146,2288,83,2014-09-27 13:00:00+00:00,8327.690253245577
1714,407,79,2014-09-27 14:00:00+00:00,101358.8495119538
2352,2197,83,2014-09-29 02:00:00+00:00,2339.231621883874
4775,1327,81,2014-09-29 08:00:00+00:00,2014.2875370125657
3167,436,79,2014-09-30 01:00:00+00:00,781610.5564040529
1766,1304,81,2014-09-30 02:00:00+00:00,31761.41062394251
1614,720,79,2014-09-30 07:00:00+00:00,11001.445189939903
4778,1361,81,2014-10-01 05:00:00+00:00,342713.4282682492
383,429,79,2014-10-01 08:00:00+00:00,9852.076940415645
81,1157,81,2014-10-01 17:00:00+00:00,34673.21744319599
4606,598,79,2014-10-03 22:00:00+00:00,18811.027635408194
4642,1183,81,2014-10-04 20:00:00+00:00,8512.852651585035
4743,705,79,2014-10-06 12:00:00+00:00,4927.862400310687
1009,1245,81,2014-10-08 17:00:00+00:00,1409.5749132727392
2773,1294,81,2014-10-10 19:00:00+00:00,13799.356109094035
4136,2125,83,2014-10-12 03:00:00+00:00,17301.998394806164
391,528,79,2014-10-12 05:00:00+00:00,1963.1053282805938
1666,1458,81,2014-10-12 06:00:00+00:00,119401.49276468763
1008,1233,81,2014-10-12 21:00:00+00:00,731059.8829129497
2354,2237,83,2014-10-13 09:00:00+00:00,21254.631037888274
1816,2283,83,2014-10-13 16:00:00+00:00,7991.158913556186
3177,593,79,2014-10-13 22:00:00+00:00,475432.135046201
4650,1360,81,2014-10-15 00:00:00+00:00,20914.65033873571
5088,548,79,2014-10-16 02:00:00+00:00,17389.931168920382
4788,1473,81,2014-10-16 12:00:00+00:00,609453.236086745
48,565,79,2014-10-16 13:00:00+00:00,8007.015002801483
2592,656,79,2014-10-18 07:00:00+00:00,8474.804363085505
2581,482,79,2014-10-19 04:00:00+00:00,81933.67542326533
4745,757,79,2014-10-20 23:00:00+00:00,332846.4176779799
2644,1422,81,2014-10-22 03:00:00+00:00,16225.819312104408
4730,457,79,2014-10-23 21:00:00+00:00,6694.713031779528
2822,2083,83,2014-10-24 23:00:00+00:00,1257035.2310492967
3268,2162,83,2014-10-27 00:00:00+00:00,173953.04414984194
32,397,79,2014-10-27 03:00:00+00:00,6377.528025711727
4082,1239,81,2014-10-27 05:00:00+00:00,8114.207104764131
3709,674,79,2014-10-27 15:00:00+00:00,3022.804814587917
3369,2097,83,2014-10-29 17:00:00+00:00,10602.173142845317
1011,1275,81,2014-10-30 00:00:00+00:00,2998.5763046973902
5175,2212,83,2014-10-30 16:00:00+00:00,823556.0065930698
4124,2031,83,2014-10-31 12:00:00+00:00,266950.91103981173
5176,2216,83,2014-11-01 11:00:00+00:00,9604.531626375776
4698,1954,83,2014-11-01 15:00:00+00:00,919102.153058021
4835,2135,83,2014-11-02 01:00:00+00:00,8857.777467408438
4338,2194,83,2014-11-02 06:00:00+00:00,19369.47767902163
2641,1370,81,2014-11-02 08:00:00+00:00,11221.966688785229
2033,613,79,2014-11-02 21:00:00+00:00,55692.203051183744
4732,479,79,2014-11-02 22:00:00+00:00,39430.897042998964
4646,1234,81,2014-11-03 06:00:00+00:00,17461.346007510707
4651,1362,81,2014-11-03 17:00:00+00:00,3293.7567217998258
3116,1490,81,2014-11-04 00:00:00+00:00,27055.22342960815
3264,2108,83,2014-11-04 20:00:00+00:00,791283.6588547347
1770,1390,81,2014-11-04 22:00:00+00:00,3066.5867158666033
1005,1172,81,2014-11-05 15:00:00+00:00,20494.963088593242
2584,505,79,2014-11-06 23:00:00+00:00,64261.74465386318
5096,749,79,2014-11-07 04:00:00+00:00,108222.69278687444
2778,1373,81,2014-11-07 10:00:00+00:00,24786.59987926704
4092,1424,81,2014-11-07 19:00:00+00:00,11016.783150207792
1150,1452,81,2014-11-09 13:00:00+00:00,1953.942433288222
4774,1279,81,2014-11-10 08:00:00+00:00,7070.347683673261
1017,1519,81,2014-11-11 20:00:00+00:00,14659.513923559382
2835,2296,83,2014-11-12 14:00:00+00:00,4658.311907562183
1276,3754,87,2014-11-13 13:00:00+00:00,190535.66204494954
2713,524,79,2014-11-13 14:00:00+00:00,153141.42761331666
4140,2227,83,2014-11-14 15:00:00+00:00,530178.4080354205
2700,392,79,2014-11-14 22:00:00+00:00,12649.725772554637
2248,3743,87,2014-11-15 03:00:00+00:00,6370.081497889818
1721,520,79,2014-11-15 06:00:00+00:00,307606.7181229406
1096,765,79,2014-11-15 08:00:00+00:00,2447.895528777875
4644,1210,81,2014-11-16 02:00:00+00:00,8854.255590222227
3756,1482,81,2014-11-16 03:00:00+00:00,17421.87539916645
3219,1162,81,2014-11-16 18:00:00+00:00,1310911.6297098342
5094,679,79,2014-11-17 01:00:00+00:00,202280.98028012709
2223,3472,87,2014-11-17 04:00:00+00:00,13473.65616276353
3703,622,79,2014-11-17 15:00:00+00:00,79130.87341984181
5276,3673,87,2014-11-18 10:00:00+00:00,23608.865445702333
4869,2657,84,2014-11-18 13:00:00+00:00,63706.89005829927
1907,3785,87,2014-11-19 02:00:00+00:00,3498.4052999745713
4607,608,79,2014-11-19 22:00:00+00:00,19904.411785700122
2450,3590,87,2014-11-20 01:00:00+00:00,15495.48831864649
3282,2528,84,2014-11-20 08:00:00+00:00,11972.613645412324
4868,2630,84,2014-11-21 19:00:00+00:00,9978.893164008527
4786,1459,81,2014-11-22 04:00:00+00:00,1174858.889674475
1004,1155,81,2014-11-22 06:00:00+00:00,23698.24353873368
1828,2460,84,2014-11-22 21:00:00+00:00,1679.5672892748485
1007,1204,81,2014-11-23 01:00:00+00:00,342790.469171945
2245,3735,87,2014-11-23 14:00:00+00:00,180393.20966786312
2772,1288,81,2014-11-23 21:00:00+00:00,561210.8564424411
1199,2202,83,2014-11-23 23:00:00+00:00,1418.6670880254417
4094,1499,81,2014-11-24 05:00:00+00:00,14554.068519983965
3108,1388,81,2014-11-24 13:00:00+00:00,20962.65273001883
4225,3733,87,2014-11-25 11:00:00+00:00,4755.725815604195
1647,1208,81,2014-11-26 02:00:00+00:00,226941.556776649
4142,2259,83,2014-11-26 08:00:00+00:00,37183.684425398846
4337,2163,83,2014-11-26 12:00:00+00:00,11626.875895663232
2914,3551,87,2014-11-26 14:00:00+00:00,5377.81513563772
93,1339,81,2014-11-26 20:00:00+00:00,1479.157810660133
5180,2235,83,2014-11-27 03:00:00+00:00,15533.78955710996
1547,4895,90,2014-11-28 01:00:00+00:00,2348.8719644029175
4509,4618,90,2014-11-28 12:00:00+00:00,248472.60086885974
4080,1223,81,2014-11-29 00:00:00+00:00,9220.155069629644
3090,1152,81,2014-11-29 04:00:00+00:00,4425.989846160174
3464,4909,90,2014-11-29 07:00:00+00:00,16638.92958923538
1273,3742,87,2014-11-29 08:00:00+00:00,3176.8768913822473
2954,4128,88,2014-11-29 14:00:00+00:00,35685.6250128831
4655,1415,81,2014-11-30 11:00:00+00:00,22083.97751418771
823,3600,87,2014-12-01 13:00:00+00:00,26618.1732063736
534,2655,84,2014-12-02 05:00:00+00:00,1212.9605897354757
2116,1955,83,2014-12-02 09:00:00+00:00,31909.786143963698
2089,1502,81,2014-12-03 12:00:00+00:00,14795.015781180253
3260,2005,83,2014-12-03 15:00:00+00:00,68423.47485690322
1306,4208,88,2014-12-04 03:00:00+00:00,580916.5544414227
433,1226,81,2014-12-04 12:00:00+00:00,72932.44129853303
4138,2193,83,2014-12-04 16:00:00+00:00,141239.41905422928
261,3937,88,2014-12-05 08:00:00+00:00,11471.393395633157
1895,3618,87,2014-12-05 17:00:00+00:00,2229.679284057596
4293,4899,90,2014-12-05 22:00:00+00:00,23003.709203458806
2516,4701,90,2014-12-06 15:00:00+00:00,367346.4011363774
4436,3674,87,2014-12-06 16:00:00+00:00,17278.480136329483
1407,2200,83,2014-12-07 05:00:00+00:00,5326.002242630771
4611,688,79,2014-12-07 05:00:00+00:00,9444.613790405838
4736,592,79,2014-12-07 22:00:00+00:00,1305144.6844110242
3624,4678,90,2014-12-08 01:00:00+00:00,41184.14260511837
440,1387,81,2014-12-08 03:00:00+00:00,1535.6150879183122
3704,624,79,2014-12-08 04:00:00+00:00,1086062.0710447526
5289,3773,87,2014-12-08 05:00:00+00:00,531470.6351453152
1655,1309,81,2014-12-08 09:00:00+00:00,85663.28352487086
3173,539,79,2014-12-08 11:00:00+00:00,24577.69577938813
629,3914,88,2014-12-09 00:00:00+00:00,20052.171608881807
4207,3517,87,2014-12-09 01:00:00+00:00,6861.783960265695
5303,4012,88,2014-12-09 02:00:00+00:00,9009.637767996448
5178,2224,83,2014-12-09 02:00:00+00:00,10320.305775929452
4701,1994,83,2014-12-09 04:00:00+00:00,18102.8927302362
2532,4988,90,2014-12-09 18:00:00+00:00,11415.344973026407
2706,488,79,2014-12-09 18:00:00+00:00,74211.47560427024
4969,4187,88,2014-12-10 17:00:00+00:00,24928.605862456414
510,2391,84,2014-12-11 06:00:00+00:00,2021.6632134209376
513,2402,84,2014-12-11 14:00:00+00:00,1872.725449629082
3096,1262,81,2014-12-11 19:00:00+00:00,83.40816002553585
4128,2065,83,2014-12-11 23:00:00+00:00,10744.842027172337
96,1374,81,2014-12-12 04:00:00+00:00,1593.8022111340688
2859,2558,84,2014-12-12 08:00:00+00:00,1304105.4637720338
1155,1507,81,2014-12-12 12:00:00+00:00,10022.661877404433
1498,3739,87,2014-12-12 15:00:00+00:00,4837.343663081208
4219,3671,87,2014-12-13 03:00:00+00:00,141003.99829535544
2930,3824,87,2014-12-13 05:00:00+00:00,23251.550877448673
3378,2250,83,2014-12-13 05:00:00+00:00,510032.9921448937
4083,1243,81,2014-12-13 05:00:00+00:00,83211.39503991003
97,1380,81,2014-12-13 10:00:00+00:00,6574.649678310734
1014,1431,81,2014-12-13 11:00:00+00:00,4453.821563110685
848,4005,88,2014-12-13 16:00:00+00:00,3287.159163199953
504,2306,84,2014-12-13 21:00:00+00:00,1714.294844964385
2444,3515,87,2014-12-13 22:00:00+00:00,10645.528109402236
3804,2090,83,2014-12-14 18:00:00+00:00,388424.09846838785
1156,1508,81,2014-12-15 03:00:00+00:00,22508.027029185887
496,2199,83,2014-12-15 14:00:00+00:00,526805.8268674077
2148,2299,83,2014-12-15 15:00:00+00:00,2955.6667168175645
1126,1190,81,2014-12-15 17:00:00+00:00,171902.10347612324
3104,1364,81,2014-12-16 00:00:00+00:00,21970.779245127753
518,2443,84,2014-12-16 04:00:00+00:00,4186.814160266918
635,4002,88,2014-12-17 01:00:00+00:00,11766.986449914495
3285,2581,84,2014-12-17 05:00:00+00:00,100.69885109282215
3823,2423,84,2014-12-17 08:00:00+00:00,365.27648176316416
3836,2642,84,2014-12-17 09:00:00+00:00,21966.372900765164
4232,3849,88,2014-12-17 21:00:00+00:00,19621.559282094542
317,4902,90,2014-12-17 22:00:00+00:00,334.8724583380611
5084,453,79,2014-12-18 02:00:00+00:00,55080.89665615952
4779,1409,81,2014-12-18 13:00:00+00:00,4002.9582270479877
828,3711,87,2014-12-18 17:00:00+00:00,497678.06229177286
3798,2057,83,2014-12-19 04:00:00+00:00,23701.502292900295
826,3636,87,2014-12-19 19:00:00+00:00,287629.38905480504
2371,2439,84,2014-12-20 05:00:00+00:00,10545.052218336059
4649,1267,81,2014-12-20 19:00:00+00:00,18579.076486151585
1082,560,79,2014-12-21 06:00:00+00:00,2474.060981980308
4731,469,79,2014-12-21 14:00:00+00:00,644364.4478760095
1042,1968,83,2014-12-21 19:00:00+00:00,3451.735886631502
4833,2099,83,2014-12-21 21:00:00+00:00,564731.7450630504
2530,4952,90,2014-12-22 00:00:00+00:00,300800.1045260957
3228,1392,81,2014-12-22 00:00:00+00:00,161825.13891085412
1188,1978,83,2014-12-22 02:00:00+00:00,15323.190422094713
961,427,79,2014-12-22 03:00:00+00:00,31869.57948883488
2833,2247,83,2014-12-22 04:00:00+00:00,80094.92597174902
1095,763,79,2014-12-22 15:00:00+00:00,562804.938277163
3634,4898,90,2014-12-23 04:00:00+00:00,619290.7303163543
3705,635,79,2014-12-23 06:00:00+00:00,643608.7963511029
3747,1311,81,2014-12-23 13:00:00+00:00,54326.11194205078
400,711,79,2014-12-23 18:00:00+00:00,99325.77251114885
2317,4814,90,2014-12-24 15:00:00+00:00,17701.100281568164
1202,2297,83,2014-12-24 17:00:00+00:00,46303.50953704751
89,1301,81,2014-12-25 05:00:00+00:00,3389.034993593068
2015,406,79,2014-12-25 07:00:00+00:00,2034.3344839559104
3803,2086,83,2014-12-25 11:00:00+00:00,16629.43836460972
1892,3596,87,2014-12-25 13:00:00+00:00,7030.257499950977
3751,1379,81,2014-12-25 17:00:00+00:00,164032.45969414627
3223,1254,81,2014-12-26 22:00:00+00:00,504838.7141654523
4212,3549,87,2014-12-27 07:00:00+00:00,13785.993317504102
3272,2254,83,2014-12-27 10:00:00+00:00,12411.574266311316
3192,758,79,2014-12-27 14:00:00+00:00,27489.05669952371
3791,1996,83,2014-12-27 17:00:00+00:00,129551.10572292637
5337,4768,90,2014-12-27 18:00:00+00:00,51389.23444909231
2646,1494,81,2014-12-28 05:00:00+00:00,18051.519875600592
599,3545,87,2014-12-28 08:00:00+00:00,1863.8618367679155
2861,2567,84,2014-12-28 20:00:00+00:00,557718.0121239842
316,4893,90,2014-12-29 00:00:00+00:00,1696.4990782275904
5170,2176,83,2014-12-29 19:00:00+00:00,125948.59052979157
3337,3481,87,2014-12-30 03:00:00+00:00,6984.542262482001
450,1483,81,2014-12-30 12:00:00+00:00,5368.353284549443
3224,1278,81,2014-12-30 15:00:00+00:00,34739.79235699651
154,2261,83,2014-12-31 05:00:00+00:00,7663.798303114175
2088,1501,81,2014-12-31 15:00:00+00:00,18445.760384875895
3978,4876,90,2015-01-01 00:00:00+00:00,16725.93333756424
238,3485,87,2015-01-01 01:00:00+00:00,32108.49592138112
5300,3950,88,2015-01-01 12:00:00+00:00,46218.12939621429
3396,4084,88,2015-01-01 17:00:00+00:00,18849.053274500468
5295,3850,88,2015-01-02 17:00:00+00:00,34988.63901264318
1501,3836,87,2015-01-03 03:00:00+00:00,269889.1998793596
4853,2471,84,2015-01-04 03:00:00+00:00,42579.33194112494
308,4703,90,2015-01-05 00:00:00+00:00,230657.17781134212
1422,2387,84,2015-01-05 07:00:00+00:00,7287.944412157401
4455,4028,88,2015-01-05 10:00:00+00:00,10695.590916093712
5168,2112,83,2015-01-05 10:00:00+00:00,854350.8536775981
3340,3623,87,2015-01-05 11:00:00+00:00,35833.02103705786
4697,1947,83,2015-01-05 17:00:00+00:00,1265774.851807364
3908,3767,87,2015-01-05 18:00:00+00:00,10602.600245258327
83,1202,81,2015-01-05 19:00:00+00:00,1285.7737446538088
92,1338,81,2015-01-05 21:00:00+00:00,2911.996836298125
522,2573,84,2015-01-06 01:00:00+00:00,120.60887919655745
3745,1286,81,2015-01-07 01:00:00+00:00,130650.33871098801
240,3533,87,2015-01-07 01:00:00+00:00,1919.4295278361217
896,4759,90,2015-01-07 03:00:00+00:00,4842.489340883878
4660,1470,81,2015-01-07 15:00:00+00:00,816338.3094054662
